id,herbal_id,kondisi,status,keterangan
992,975,Sembelit Kronis (Konstipasi),Kontraindikasi Mayor,"Efek: Konstipasi ekstrem hingga impaksi tinja (usus tersumbat kotoran keras). Mekanisme: Kadar tanin pada majakani sangat tinggi (mencapai 50-70%). Sifat astringen ini akan menyerap cairan usus dan mengerutkan mukosa, menyebabkan gerak peristaltik usus terhenti hampir sepenuhnya jika diminum dalam dosis berlebih."
993,976,-,belum ada data yang ditemukan,belum ada data yang ditemukan
994,977,-,belum ada data yang ditemukan,belum ada data yang ditemukan
995,978,-,belum ada data yang ditemukan,belum ada data yang ditemukan
996,979,-,belum ada data yang ditemukan,belum ada data yang ditemukan
997,980,-,belum ada data yang ditemukan,belum ada data yang ditemukan
998,981,-,belum ada data yang ditemukan,belum ada data yang ditemukan
999,982,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1000,983,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1001,984,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1002,985,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1003,986,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1004,987,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1005,988,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1006,989,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1007,990,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1008,991,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1009,992,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1010,993,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1011,994,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1012,995,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1013,996,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1014,997,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1015,998,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1016,999,-,belum ada data yang ditemukan,belum ada data yang ditemukan
1017,1000,-,belum ada data yang ditemukan,belum ada data yang ditemukan
