id,herbal_id,ringkasan,resep_rumahan,keamanan_praktis
911,711,Bunga turi merah penurun tekanan darah dan penyembuh sariawan usus.,Jadikan pecel/rebusan sayur.,Aman (jangan makan mentah).
912,712,Bunga waru darat pereda bengkak kelenjar dan pelancar haid.,Rebus bunga/daun.,Aman.
913,713,Talas raksasa hiasan yang umbinya harus dimasak sangat lama untuk obat rematik.,Gunakan hanya untuk obat luar (tempel).,SANGAT GATAL. Beracun jika tidak dimasak berminggu-minggu (Oksalat tinggi).
914,714,"Bunga bangkai raksasa endemik, kuncupnya obat pemulih rahim pasca melahirkan (tradisional ekstrim).","Sangat dilindungi, dilarang digunakan.","Hanya untuk konservasi alam, status dilindungi UU."
915,715,"Rumput liar berbunga bulat hijau, obat disentri dan penurun panas anak.",Rebus seluruh rumput.,Aman.
916,716,"Bunga merah menjuntai seperti ekor kucing, pereda pendarahan usus dan wasir.",Rebus bunga merah.,Aman.
917,717,"Gulma berbiji jarum yang nempel di celana, penurun gula darah sangat ampuh.",Rebus daun ketul.,Aman.
918,718,Gulma sawah obat gosok rematik dan sakit pinggang parah.,Tumbuk dan gosokkan.,Awas iritasi kulit (vesikan).
919,719,"Ciplukan hutan berbuah lebih besar, kaya vitamin C untuk imun dan paru-paru.",Makan buah matang.,Awas buah mentah beracun (solanin).
920,720,"Terong bentuk puting susu, obat luar ambeien dan penurun panas.",Tumbuk untuk kompres luar.,SANGAT BERACUN jika dimakan (Toksik saraf).
921,721,"Kecubung babi berduri tajam, anestesi lokal dan obat asma hisap.",Dilarang keras untuk dikonsumsi oral.,"SANGAT BERACUN (Halusinasi, kejang, kematian)."
922,722,Kacang kayu penguat ginjal dan penurun batuk berdarah.,Rebus biji/daun.,Aman (rebus matang).
923,723,Kacang polong pipih manis penjaga tekanan darah dan kolesterol.,Tumis/sayur.,Aman.
924,724,Buah kundur pendingin panas dalam dan penyembuh radang tenggorokan akut.,Jadikan manisan atau rebusan kuah.,Aman.
925,725,Buah merah kecil mirip tomat dengan rasa selai kacang pelindung kardiovaskular.,Makan segar.,Aman.
926,726,"Buah asam rawa mirip salak, obat batuk parah dan sariawan.",Jadikan manisan/rebus.,Aman.
927,727,"Batang berduri nibung, akarnya obat kencing batu dan sifilis tradisional.",Rebus akar.,Aman.
928,728,"Getah merah rotan jernang, lem luka berdarah paling mujarab di hutan.",Teteskan ke luka terbuka.,Aman luar.
929,729,"Akar tuba untuk racun ikan, membunuh kutu rambut dengan cepat.",Tumbuk dan cuci rambut.,SANGAT BERACUN! Mematikan saraf jika terminum (Rotenon).
930,730,Rimpang wangi liar obat sakit perut dan penambah selera makan.,Rebus rimpang.,Aman.
931,731,Buah wresah mirip kapulaga untuk obat batuk dan kembung.,Seduh bijinya.,Aman.
932,732,Rimpang temu putri penyembuh kram haid dan pencuci darah.,Rebus rimpang.,Aman.
933,733,Daun lada air pedas hangat peluruh keringat demam dan cacing pita.,Rebus daun.,Aman.
934,734,Sayur kangkung darat obat susah tidur (insomnia) ringan.,Tumis sayur.,Aman.
935,735,Daun kolesom (som hutan) sayur penambah stamina pria dan wanita lelah.,Tumis daun/rebus akar.,Aman.
936,736,"Mangga kalimantan kulit tebal, kaya vitamin A untuk mata katarak.",Makan daging buah.,Aman.
937,737,Gandarusa batang merah obat memar tulang dan KB pria alami.,Rebus daun merah.,Aman.
938,738,Buah rambai asam manis penurun panas demam tinggi.,Makan buah matang.,Aman.
939,739,Buah menteng gajah / kapundung pelancar pencernaan dan obat sariawan.,Makan buah segar.,Aman.
940,740,"Buah tampoi kulit tebal manis, sumber karbohidrat energi hutan.",Makan daging buah.,Aman.
941,741,Matoa hutan obat disentri dan daunnya penyembuh luka.,Makan buah/tumbuk daun.,Aman.
942,742,"Buah markisa ungu pereda cemas, stres, dan penurun tensi darah.",Jus buah.,Aman.
943,743,Markisa konyal manis pendingin lambung panas dan maag.,Makan buah manis segar.,Aman.
944,744,Markisa raksasa (erbis) pelancar BAB dan pereda radang usus buntu.,Makan daging buah dan biji.,Aman.
945,745,Pepaya gunung (carica) tinggi enzim papain pelancar sembelit keras.,Manisan/rebusan.,Awas getah mentah bikin gatal lidah.
946,746,Buah blewah pendingin ginjal dan pencuci kandung kemih panas.,Jus/es blewah.,Aman.
947,747,Timun suri renyah pelapis lambung perih saat puasa.,Makan daging buah.,Aman.
948,748,Timun krai penyegar tenggorokan kering dan hidrasi sel tubuh.,Sayur/lalapan krai.,Aman.
949,749,Talas beneng raksasa kuning pengganti nasi bebas gluten.,Kukus matang (wajib).,Beracun gatal jika tidak dimasak benar.
950,750,Umbi kimpul pembersih lendir usus dan sumber energi lambat.,Kukus matang.,Beracun gatal oksalat jika mentah.
951,751,Buah kesemek berbedak penurun darah tinggi dan pencegah stroke.,Makan buah matang.,Awas sembelit karena tanin tinggi.
952,752,Sawo mentega (campolay) kuning kaya beta karoten pelindung kornea mata.,Makan daging buah.,Aman.
953,753,Sawo raksasa mamey sapote merah kaya vitamin C untuk kolagen kulit.,Makan daging buah matang.,Aman.
954,754,Sawo abiu bergetah putih manis obat batuk bronkitis alami.,Makan daging buah bening.,Aman (bibir bisa lengket kena getah).
955,755,Kacang/akar beluru raksasa pengganti sampo penghilang ketombe gatal.,Tumbuk dan gosok ke rambut (berbusa).,SANGAT BERACUN jika dimakan (Saponin fatal).
956,756,"Buah mirip mangga di pantai, racun mematikan untuk hama.",DILARANG DISENTUH / DIMAKAN.,SANGAT BERACUN! (Kematian karena henti jantung seketika).
957,757,Daun ketepeng kecil obat panu dan kurap mujarab dari luar.,Tumbuk dan oles ke jamur kulit.,Aman luar.
958,758,Daun cincau perdu (bukan rambat) pereda panas dalam dan sariawan.,Peras daun dan diamkan jadi cincau.,Aman.
959,759,Jeruk santang mini penurun kolesterol dan sumber vitamin C harian.,Makan buah segar.,Aman.
960,760,Jeruk dekopon jepang ukuran besar tanpa biji pembersih lemak darah.,Makan buah/jus.,Aman.
961,761,Kulit kayu klampis obat sakit gigi dan penyembuh luka kulit.,Rebus kulit kayu/kumur.,Aman.
962,762,Kulit kayu pilang pewarna dan obat disentri berdarah.,Rebus kulit kayu.,Aman.
963,763,Akar turi rawa (gabus) penyerap racun darah (tradisional).,Rebus akar.,Aman.
964,764,Bunga kupu-kupu putih pereda demam dan batuk anak.,Rebus bunga.,Aman.
965,765,Bunga merah dadap belendung penenang saraf cemas.,Rebus bunga (dosis ringan).,Awas biji/kayu beracun alkaloid.
966,766,Daun jati pasir obat ambeien bengkak dan radang wasir.,Tumbuk dan tempelkan.,Aman luar.
967,767,Daun waru laut bentuk hati obat demam dan penyubur rambut.,Remas daun di air.,Aman.
968,768,Manggis hutan asam segar pereda sariawan dan gusi berdarah.,Makan daging buah.,Aman.
969,769,Manggis bundar merah (mundar) penurun asam urat sendi.,Makan buah.,Aman.
970,770,Jambu kelampok hutan obat diare mampet.,Makan buah asam/sepat.,Aman.
971,771,Jambu bol putih langka penyejuk lambung dan obat sariawan.,Makan buah segar.,Aman.
972,772,Buah rukam asam / krukup obat kencing batu ginjal.,Pijat buah sebelum dimakan.,Aman.
973,773,Buah namnam hutan pereda diare berdarah.,Rebus buah keriput.,Aman.
974,774,Daun keri (bayberry jawa) pengusir masuk angin dan sakit perut.,Rebus daun.,Aman.
975,775,Daun ki ambon pantai obat katarak tetes mata tradisional.,Tetes air perasan (sangat perih!).,Gunakan dengan sangat hati-hati.
976,776,Bunga karang hiasan peluruh kencing nanah.,Rebus bunga herba.,Aman.
977,777,Bunga melati air penenang debar jantung.,Rebus bunga putih.,Aman.
978,778,Daun teratai raksasa amazon obat luar untuk bengkak.,Tempel daun ke kulit.,Aman luar.
979,779,Umbi bunga bangkai jangkung sumatra (porang raksasa) penurun berat badan.,Harus ekstrak pabrik.,MENTAH SANGAT BERACUN GATAL OKSALAT MATI.
980,780,Akar paku simpai raksasa obat disentri dan batuk darah.,Rebus rimpang paku.,Aman.
981,781,Bulu paku tiang penyetop darah mengucur luka robek (lem luka).,Taburkan bulu emas ke luka.,Aman luar.
982,782,Paku kawat merayap obat encok pinggang dan batu ginjal.,Rebus paku kawat.,Aman dosis rendah.
983,783,Paku rane spora obat bedak bayi ruam popok dan biang keringat.,Tabur spora rane (Lycopodium powder).,Aman luar.
984,784,Paku resam obat luka memar dan penyejuk panas demam.,Rebus paku resam.,Aman.
985,785,Paku suplir merah pereda asma batuk rejan eropa.,Rebus daun suplir.,Aman.
986,786,Paku pedang penyerap racun formaldehida udara ruangan.,Tanaman indoor.,Aman.
987,787,Lumut hati penyembuh penyakit liver/hepatitis (simbol tradisional).,Rebus lumut hati.,Aman.
988,788,Lumut tanduk obat tetes mata merah bengkak.,Peras airnya.,Awas infeksi air tidak steril.
989,789,Daun mirip putri malu (payung) pereda asma dan diabetes.,Rebus seluruh tanaman.,Aman.
990,790,Meniran hijau besar obat penghancur batu ginjal kalsium terkuat.,Rebus daun herba.,Aman.
991,791,Krokot babi berdaun empat pereda panas dalam amandel.,Rebus krokot kecil.,Aman.
992,792,Krokot merah bulu obat luka bakar dan radang kulit.,Tumbuk dan oles.,Aman luar.
993,793,Bunga pukul empat putih obat jerawat batu dan bisul.,Tumbuk dan tempel.,Aman luar.
994,794,Bunga telekan biru wangi obat penutup luka berdarah.,Tumbuk dan balur.,Aman luar (jangan diminum merusak hati).
995,795,Daun sembukan merah (kentut) obat kembung dan maag kronis.,Sayur/pepes daun.,Aman (bau hilang saat masak).
996,796,Gulma kudu-kudu pereda sakit gigi berkepanjangan.,Kunyah daun/akar.,Aman.
997,797,Daun sembung kuwuk penurun demam malaria dan batuk.,Rebus daun berbulu.,Aman.
998,798,Bunga lobelia biru obat asma perokok parah.,Seduh bunga.,Awas toksikosis nikotin-like dosis tinggi.
999,799,Bunga soka kuning penurun tensi dan obat kram betis.,Rebus bunga kuning.,Aman.
1000,800,Daun puding hiasan penyegar napas dan penurun demam.,Rebus daun keriting.,Aman.
1001,801,"Akar kayu hutan Kalimantan berwarna kuning pekat, mujarab untuk hepatitis dan obat liver.",Rebus batang/akar kuning.,Aman (rebus hingga matang).
1002,802,"Akar sakti afrodisiak pria dari pedalaman Dayak, pendongkrak gairah.",Rebus akar atau rendam di alkohol.,Awas hipertensi jika berlebihan.
1003,803,Kayu pedas dari Papua untuk energi otot instan dan vitalitas.,Seduh kulit kayu/akar.,Aman.
1004,804,"Daun lebar pemusnah gula darah tinggi, disebut daun insulin alam.",Rebus daun kering/segar.,Awas gula darah drop seketika (hipoglikemia).
1005,805,"Bunga bintik-bintik harimau, daunnya penyembuh asma dan radang amandel.",Rebus rimpang atau daun.,Aman.
1006,806,"Pohon berdaun sangat pahit, obat malaria hutan dan cacingan.",Rebus daun/kayu (pahit luar biasa).,Aman (dosis rendah).
1007,807,Daun merah merona pelancar datang bulan dan nifas.,Rebus daun merah.,Berbahaya bagi ibu hamil (memicu keguguran).
1008,808,Daun wangi penyembuh sariawan dan mulas lambung (Ayapana).,Seduh daun seperti teh.,Aman.
1009,809,"Daun merah di bawah, hijau di atas. Obat pendarahan rahim.",Rebus daun.,Aman.
1010,810,"Gulma berbunga mirip ekor tikus, peluruh kencing nanah dan kutil.",Rebus/oles daun.,SANGAT BERACUN jika diminum terus-menerus (merusak liver).
1011,811,Rumput liar penangkal racun gigitan ular dan penurun panas.,Tumbuk dan balur / rebus.,Aman.
1012,812,Daun ungu metalik pemecah batu ginjal dan penutup luka berdarah.,Rebus daun atau tumbuk untuk luka.,Aman.
1013,813,"Pakis renyah yang enak disayur, tinggi protein penambah sel darah.",Sayur lodeh/tumis.,Aman matang (jangan makan mentah).
1014,814,"Bunga merah/kuning tasbih, rimpangnya obat keputihan dan radang tenggorokan.",Rebus rimpang kembang tasbih.,Aman.
1015,815,"Bunga merah bulat (desember), umbinya obat luar luka memar parah.",Parut umbi dan tempelkan.,Umbinya SANGAT BERACUN jika tertelan!
1016,816,"Bunga bakung putih besar, daunnya untuk kompres pembengkakan sendi dan patah tulang.",Lemas daun dan tempel/balut.,SANGAT BERACUN jika umbi dan daunnya dimakan.
1017,817,Jamur langka penyembuh asma berat dan alergi paru-paru kronis.,Rebus jamur (sclerotium).,Aman.
1018,818,Daun pohon bungur ungu penurun gula darah kencing manis (Banaba).,Rebus daun tua.,Aman.
1019,819,Daun dan kulit wangi pulosari peluruh gas perut kembung (teman adas).,Rebus daun/kayu.,Aman.
1020,820,Kulit kayu pule hutan yang sangat pahit untuk obat malaria.,Rebus kulit kayu.,Awas mual dosis tinggi.
1021,821,Daun bidara timur tengah untuk memandikan jenazah dan ruqyah (antiseptik).,Rebus daun untuk mandi.,Aman luar/dalam.
1022,822,"Delima langka kulit dan biji hitam, antioksidan super untuk jantung.",Makan/jus buahnya.,Aman.
1023,823,"Pohon pinang hias batang merah, bijinya obat cacing hewan.",Biji pinang rebus.,Aman.
1024,824,"Pacing bermahkota merah, rimpangnya obat sifilis dan kencing manis.",Rebus rimpang.,Aman.
1025,825,Temu racikan Thailand penyembuh bisa ular dan radang.,Rebus rimpang badur.,Aman.
1026,826,Lempuyang ukuran besar wangi untuk pencuci perut cacingan.,Parut dan peras airnya.,Aman.
1027,827,"Bangle bentuk sarang lebah, pewangi dan penghangat badan.",Rebus/tumbuk kompres.,Aman.
1028,828,"Kayu cendana asal Australia, minyaknya untuk aromaterapi depresi.",Minyak hirup/kayu bakar.,Aman.
1029,829,Gandarusa berbatang putih kemerahan untuk penurun panas dan linu.,Rebus daun.,Aman.
1030,830,Kemangi merah suci (Tulsi) dari India penangkal stres adaptogen.,Seduh teh daun.,Aman.
1031,831,Melati wangi gambir peluruh keringat dan obat mata bengkak.,Teh bunga/kompres.,Aman.
1032,832,Bunga cempaka putih (kantil) wangi penenang saraf dan bau ketiak.,Seduh bunga.,Aman.
1033,833,"Kamboja bunga putih murni penurun demam, getahnya obat kutil (keras).",Rebus bunga kering.,GETAH BERACUN JANGAN KENA MATA.
1034,834,Waru gunung daun besar obat batuk lendir paru.,Remas daun dengan air.,Aman.
1035,835,Bunga kembang sepatu putih peluruh dahak dan penurun panas.,Rebus/remas bunga putih.,Aman.
1036,836,"Gulma air penyedot racun sungai, jangan dimakan jika airnya kotor!",Hanya dari kolam bersih untuk lalap babi/ternak.,Menyerap logam berat berbahaya (Bioakumulator).
1037,837,Gulma apu-apu air penyembuh kencing nanah tradisional.,Rebus herba segar.,Aman.
1038,838,"Rumput liar jotang kuda, daunnya pereda luka terpotong pisau.",Tumbuk dan tempel daun.,Aman.
1039,839,Gulma patikan berdaun merah asma bronkitis.,Rebus daun merah.,Aman matang.
1040,840,Lidah buaya berbintik putih obat luka bakar dan penumbuh rambut.,Oles getah/lendir.,Aman luar.
1041,841,"Daun jarak berwarna ungu kemerahan, getahnya racun kutil.",Tetes getah.,SANGAT BERACUN BIJINYA (Mual muntah fatal).
1042,842,"Tapak dara bunga merah pekat, obat leukemia dan hipertensi (obat keras).",Rebus daun (dosis kecil).,Beracun jika berlebihan (vincristine).
1043,843,Pacar cina bunga wangi merah pereda perut kembung bau mulut.,Seduh kuncup bunga.,Aman.
1044,844,Buah sengkuang (dao) asam segar obat masuk angin.,Makan segar/rujak.,Aman.
1045,845,"Durian merah kalimantan (lai) tidak berbau tajam, energi tinggi.",Makan daging buah.,Aman.
1046,846,Buah nangka mini keledang manis kalimantan sumber karbohidrat.,Makan segar.,Aman.
1047,847,"Buah bintawa (entawak) merah kulitnya berduri, obat diare kalimantan.",Rebus kulit/makan buah.,Aman.
1048,848,"Buah pampan (tarap) daging putih manis wangi, penyegar dahaga lelah.",Makan segar.,Aman.
1049,849,Buah tampang kuning bergetah hutan energi kuli penebang kayu.,Makan dagingnya (buang getah).,Aman.
1050,850,"Kulit pohon terentang rawa, obat tradisional sariawan.",Rebus kulit kayu.,Aman.
1051,851,Kulit pohon kelampayan obat malaria pedalaman.,Rebus kulit pahit.,Aman.
1052,852,"Getah kapur barus alam asli borneo (dryobalanops), pengawet dan penenang.",Oles luar/inhalasi.,Toksik ditelan langsung.
1053,853,Kayu kempas raksasa obat linu tulang sendi.,Rebus kulit kayu.,Aman.
1054,854,Kayu ramin putih wangi dupa penenang cemas.,Bakar kayu/dupa.,Aman luar.
1055,855,Getah jelutung karet hutan pembuat permen karet alami maag.,Kunyah getah olahan.,Aman.
1056,856,Kayu gaharu buaya putih (palsu) wangi dupa anti nyamuk asma.,Bakar kayu asap.,Aman luar.
1057,857,Pulai rawa raksasa obat disentri darah dan demam.,Rebus kulit kayu.,Aman.
1058,858,"Pohon beringin nyawai berbuah di batang, obat gatal kulit.",Getah oles/daun rebus.,Aman luar.
1059,859,Ara loa buah bergerombol manis pereda diare asma.,Makan buah matang/rebus akar.,Aman.
1060,860,Ara laut ipik pereda radang gusi dan gigi goyah.,Rebus daun kumur.,Aman.
1061,861,Beringin gondang peluruh keringat panas demam.,Rebus kulit akar.,Aman.
1062,862,Beringin preh akarnya penumbuh rambut dan bengkak udem.,Tumbuk akar.,Aman luar.
1063,863,"Beringin bulu pencekik pohon lain, daunnya pereda luka borok.",Tumbuk daun.,Aman luar.
1064,864,Banyan india pohon keramat penurun gula darah (akar gantung).,Rebus akar gantung.,Aman.
1065,865,"Pohon bodhi sakral tempat semadi, daunnya penenang jantung debar.",Rebus daun bentuk jantung.,Aman.
1066,866,Beringin ancak daunnya penurun demam panas anak.,Rebus daun.,Aman.
1067,867,Pohon gintungan pewarna merah darah kayu pencuci darah nifas.,Rebus kulit/daun.,Aman.
1068,868,Kemenyan sumatra wangi vanilla dupa pengusir depresi stres.,Bakar/inhalasi uap.,Aman luar.
1069,869,Tengkawang majau mentega hijau pelembab bibir pecah garing.,Oles mentega tengkawang.,Aman luar/dalam.
1070,870,Kulit meranti merah obat disentri usus amuba mampet.,Rebus kulit merah.,Aman.
1071,871,Kulit meranti putih obat batuk dan sariawan.,Rebus kulit kayu.,Aman.
1072,872,Getah keruing plester luka bernanah dan borok kaki.,Oles getah (minyak keruing).,Aman luar.
1073,873,Kulit mersawa obat sakit perut kolik melilit.,Rebus kulit kayu.,Aman.
1074,874,Bangkirai kayu keras getahnya obat kutil dan kurap.,Getah dioles tipis.,Aman luar.
1075,875,Kulit resak pewarna merah obat mencret parah.,Rebus kulit.,Aman.
1076,876,Kulit merbau darat obat cuci ginjal dan batu urin.,Rebus kayu/kulit.,Aman.
1077,877,Sonokeling kayu hitam ungu wangi pereda diare.,Rebus kulit/daun.,Aman.
1078,878,Sonokembang (angsana) getah merah darahnya obat bisul bernanah.,Oles getah/rebus daun.,Aman luar dalam.
1079,879,Kayu manis cina (cassia) tebal pedas penurun gula darah diabetes tajam.,Seduh bubuk kayu manis.,Awas merusak hati jika berlebihan tiap hari (tinggi kumarin).
1080,880,Kayu manis ceylon tipis manis pelindung lambung (sangat rendah kumarin).,Seduh teh kayu manis murni.,Sangat aman dibanding cassia.
1081,881,Kayu lawang liar wangi pala cengkeh obat rematik linu.,Rebus kulit/daun.,Aman.
1082,882,Daun trawas wangi jamu obat kolik dan pusing pening.,Rebus daun.,Aman.
1083,883,Buah medang (engkala) mirip alpukat kalimantan pelindung jantung.,Makan segar/rebus daun.,Aman.
1084,884,Alpukat mentega kuning tebal lemak sehat penurun kolesterol jahat.,Makan buah/jus.,Aman.
1085,885,Kopi liberika bau nangka asam tinggi untuk energi.,Seduh kopi.,Awas asam lambung/maag.
1086,886,Kopi excelsa asam sepet penahan kantuk malam hari.,Seduh kopi.,Awas jantung debar.
1087,887,Lada hijau (lada hitam mentah muda) sangat pedas obat angin usus.,Bumbu masakan/kunyah.,Awas maag perih.
1088,888,Sirih tanah (kaduk/karuk) daun lebar jantung peluruh dahak asma.,Rebus daun lebar.,Aman.
1089,889,Sirih kaduk (sirih tanah liar) penurun asam urat ampuh di malaysia.,Lalapan/rebus daun.,Aman.
1090,890,Lengkuas goa rimpang besar bumbu gulai dan panu kurap kadas.,Parut dan gosok ke jamur.,Aman.
1091,891,Jahe emprit kecil sangat pedas pembakar lemak dan obat batuk paru.,Rebus jahe pedas.,Awas maag ulkus berdarah.
1092,892,Kecombrang (honje) merah muda bunga wangi pengusir bau badan.,Lalapan/sambal.,Aman.
1093,893,Bawang raksasa (mekah) obat penurun kolesterol darah tinggi.,Iris makan/rebus.,Aman.
1094,894,Temu warna ungu/gelap (nuloh) pembersih keputihan rahim bau.,Rebus rimpang.,Aman.
1095,895,Teratai amerika kuning akar teratainya obat disentri parah.,Rebus rimpang kembang.,Aman.
1096,896,Pakis kalimantan (kelakai) merah penyembuh anemia darah kurang tajam.,Tumis kelakai merah.,Aman.
1097,897,Paku kinca perak daun hijau garis putih obat ginjal bengkak.,Rebus daun paku.,Aman.
1098,898,Rumput teki putih bunga putih peluruh batu kencing urat.,Rebus umbi rumput.,Aman.
1099,899,Putri malu raksasa berduri panjang obat asma (sedikit beracun).,Rebus sedikit herba.,Awas duri racun (mimosin hewan rontok).
1100,900,Rumput belang ungu perak menjalar (inchplant) obat batuk darah.,Rebus daun belang.,Aman.
1101,901,Bumbu rawon pengawet daging.,Rebus peram abu.,MENTAH SANGAT BERACUN.
1102,902,Pereda demam booster imun.,Rebus daun.,Aman.
1103,903,Pereda panas dalam tipes.,Sayur bening.,Awas jika rasanya pahit (racun).
1104,904,Penambah nafsu makan obat cacing.,Sambal/sayur.,Aman.
1105,905,Obat luar bisul.,Tumbuk luar.,BERACUN JIKA DIMAKAN.
1106,906,Obat kadas panu luar.,Parut luar.,SANGAT BERACUN ORAL.
1107,907,Pengatur ph air obat luka.,Rebus daun kering.,Aman.
1108,908,Obat malaria diare.,Rebus kulit kayu.,Aman.
1109,909,Pelega asma linu panggul.,Rebus herba.,Aman.
1110,910,Penurun asam urat diuretik.,Rebus akar.,Aman manusia (kucing euforia).
1111,911,Penguat lambung sumber energi.,Kukus sayur.,Aman.
1112,912,Pembersih darah kotor batuk.,Rebus akar.,Aman.
1113,913,Pelapis lambung luka.,Kukus sayur.,Aman.
1114,914,Peningkat kesuburan wanita.,Makan segar.,Aman ibu hamil.
1115,915,Obat diare sariawan.,Rebus daun.,Aman.
1116,916,Obat rematik cacingan.,Rebus akar.,Aman.
1117,917,Penyembuh luka bakar luar.,Rebus akar luar.,Aman luar.
1118,918,Penutup luka berdarah diare.,Rebus kulit kayu.,Aman.
1119,919,Bumbu asam sariawan.,Makan segar.,Aman.
1120,920,Obat perut mulas pewarna.,Rebus kulit kayu.,Aman.
1121,921,Penyembuh kolera disentri.,Rebus kulit kayu.,Aman.
1122,922,Pencuci luka infeksi luar.,Tumbuk cuci luar.,Aman luar.
1123,923,Obat sakit perut penurun tensi.,Rebus biji.,Aman.
1124,924,GETAH MEMATIKAN MATA BUTA.,DILARANG SENTUH.,SANGAT BERACUN.
1125,925,Pereda pendarahan luka.,Tumbuk luar.,Aman luar.
1126,926,Pereda asma wasir.,Makan segar.,Aman.
1127,927,Obat masuk angin rematik.,Rebus batang.,Aman.
1128,928,Pencegah pendarahan nifas.,Rebus bunga.,Aman.
1129,929,Penurun demam anak.,Rebus bunga.,Aman.
1130,930,Pereda asma bronkitis.,Seduh kembang.,DILINDUNGI ALAM.
1131,931,Penurun gula darah.,Rebus daun.,Aman.
1132,932,Penenang saraf stres.,Seduh bunga.,Aman.
1133,933,Obat kencing nanah.,Rebus daun.,Aman.
1134,934,Penetralisir racun alergi.,Minum airnya.,Aman.
1135,935,Pendingin lambung panas.,Makan dagingnya.,Aman.
1136,936,Pereda panas dalam.,Rebus akar.,Aman.
1137,937,Pembersih batu ginjal.,Rebus bunga.,Aman.
1138,938,Pengganti sabun sampo.,Gunakan luar.,SANGAT BERACUN DIMINUM.
1139,939,Penyembuh malaria.,Rebus kulit kayu.,Aman.
1140,940,Penyejuk lambung.,Rebus kulit kayu.,Aman.
1141,941,Penyedot bisa ular (luar).,Tempel luar.,BERACUN DITELAN.
1142,942,Pereda panas dalam maag.,Peras jelly.,Aman.
1143,943,Obat penurun panas.,Rebus herba.,Aman.
1144,944,Penghenti darah luka luar.,Tumbuk luar.,DILARANG MINUM LIVER.
1145,945,Obat bengkak sendi (luar).,Lemas tempel.,SANGAT BERACUN DITELAN.
1146,946,Penyembuh keseleo parah.,Kompres daun.,SANGAT BERACUN DITELAN.
1147,947,Obat penurun panas.,Rebus daun.,Aman.
1148,948,Obat encok pinggang (luar).,Tempel daun.,AWAS KULIT MELEPUH.
1149,949,Penyambung tulang retak.,Seduh akar.,Aman dosis rendah.
1150,950,Penghilang bau badan.,Lalapan.,Aman.
1151,951,Pelapis luka operasi.,Rebus daun.,Aman.
1152,952,Obat diabetes akut.,Rebus buah.,Aman.
1153,953,Pereda asma bronkus.,Rebus buah.,Aman.
1154,954,Penurun darah tinggi instan.,Kukus lalap.,Aman.
1155,955,Pereda amandel radang.,Rebus buah.,Aman.
1156,956,Pencuci ginjal batu urat.,Rebus buah.,AWAS DIARE.
1157,957,Pendingin mata bengkak.,Iris tempel.,Aman luar.
1158,958,Pembersih paru perokok.,Sayur jus.,AWAS RACUN JIKA PAHIT.
1159,959,Penurun gula darah lambung.,Tumis sayur.,Aman.
1160,960,Pereda demam.,Makan segar.,Aman.
1161,961,Obat malaria dbd.,Rebus buah.,Aman.
1162,962,Adaptogen anti stres.,Teh daun.,Aman.
1163,963,Hemostatik darah luka.,Bubuk akar.,Aman.
1164,964,Tonik energi paru.,Rebus akar.,Aman.
1165,965,Imunomodulator sel.,Sup akar.,Aman.
1166,966,Penyeimbang hormon haid.,Rebus akar.,Aman.
1167,967,Pereda kram usus.,Rebus ubi.,Aman.
1168,968,Penyejuk maag lambung.,Parut matang.,Aman.
1169,969,Pembersih darah jerawat.,Rebus akar.,Aman.
1170,970,Obat rematik sendi.,Rebus rimpang.,Aman.
1171,971,Pencuci eksim psoriasis.,Rebus rimpang.,Aman.
1172,972,Pencuci ginjal.,Tumis sayur.,Urin akan bau belerang.
1173,973,Penurun tensi darah.,Masak iris.,Aman.
1174,974,Penghangat paru flu.,Campur sup.,Aman.
1175,975,Obat asma sesak.,Acar masak.,Aman.
1176,976,Peningkat memori.,Iris salad.,Aman.
1177,977,Penghancur kista.,Rebus rimpang.,Aman.
1178,978,Stamina pria disfungsi.,Seduh bubuk.,Awas jantung debar.
1179,979,Pereda nyeri asma.,Rebus rimpang.,Aman.
1180,980,Penurun kolesterol visceral.,Bumbu kaldu.,Aman.
1181,981,Penyegar napas anti kembung.,Kunyah biji.,Aman.
1182,982,Penenang ekstrim cemas.,Rebus akar.,AWAS LIVER RUSAK LAMA.
1183,983,Peningkat serapan jamu.,Bumbu masak.,AWAS OVERDOSIS OBAT DOKTER.
1184,984,Penurun gula darah.,Bumbu gulai.,Aman.
1185,985,Obat rematik angin.,Rebus kulit.,Aman.
1186,986,Penurun asam urat.,Rebus daun.,Aman.
1187,987,Obat diare mampet.,Rebus daun.,Aman.
1188,988,Obat darah tinggi.,Makan segar.,Aman.
1189,989,Penambah darah anemia.,Makan matang.,Aman.
1190,990,Obat disentri bisul.,Rebus daun.,Aman.
1191,991,Penyembuh luka gores.,Tumbuk daun.,Aman luar.
1192,992,Obat sariawan berdarah.,Rebus bunga.,Aman.
1193,993,Obat radang mata (luar).,Cuci mata.,Aman steril.
1194,994,Pewarna biru obat diare.,Rebus kulit.,Aman.
1195,995,Obat cacingan anak.,Rebus kulit.,Aman.
1196,996,Obat demam rawa.,Rebus kulit.,Aman.
1197,997,Pencuci darah alergi.,Rebus kulit.,Aman.
1198,998,Obat sakit gigi maag.,Rebus daun.,Aman.
1199,999,Penurun hipertensi.,Rebus akar.,Aman.
1200,1000,Obat kembung maag.,Pepes sayur.,Aman dimasak.
